"COUNTRY,""Country"",""VAR"",""Variable"",""POPULATION"",""Population"",""TIME"",""Time"",""Value"",""Flag Codes"",""Flags"""
"DEU,""Germany"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",27035,,"
"DEU,""Germany"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",25734,,"
"DEU,""Germany"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",29633,,"
"DEU,""Germany"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",195170,,"
"DEU,""Germany"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",214259,,"
"DEU,""Germany"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",232811,,"
"DEU,""Germany"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2011"",""2011"",95490.969,,"
"DEU,""Germany"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",106195.1,,"
"DEU,""Germany"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",114992.7,,"
"DEU,""Germany"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2011"",""2011"",146105,,"
"DEU,""Germany"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",157993,,"
"DEU,""Germany"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",179207,,"
"DEU,""Germany"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2011"",""2011"",3.8001871,,"
"DEU,""Germany"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",3.5245759,,"
"DEU,""Germany"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",3.2892201,,"
"DEU,""Germany"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2011"",""2011"",0.28400001,,"
"DEU,""Germany"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.30000001,,"
"DEU,""Germany"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.266,,"
"DEU,""Germany"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2011"",""2011"",0.373,,"
"DEU,""Germany"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.38099998,,"
"DEU,""Germany"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.45099998,,"
"DEU,""Germany"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2011"",""2011"",22.02434,,"
"DEU,""Germany"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",24.407471,,"
"DEU,""Germany"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",21.71277,,"
"DEU,""Germany"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2011"",""2011"",47.435211,,"
"DEU,""Germany"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",45.1068,,"
"DEU,""Germany"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2017"",""2017"",45.422421,,"
"DEU,""Germany"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2011"",""2011"",11.26478,,"
"DEU,""Germany"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",8.7937479,,"
"DEU,""Germany"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2017"",""2017"",7.8431172,,"
"DEU,""Germany"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2011"",""2011"",24.310301,,"
"DEU,""Germany"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",23.661791,,"
"DEU,""Germany"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2017"",""2017"",18.581591,,"
"DEU,""Germany"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2011"",""2011"",59.17305,,"
"DEU,""Germany"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",59.758949,,"
"DEU,""Germany"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2017"",""2017"",55.37125,,"
"DEU,""Germany"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2011"",""2011"",45.618721,,"
"DEU,""Germany"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",46.255791,,"
"DEU,""Germany"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2017"",""2017"",40.751808,,"
"DNK,""Denmark"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",463113,,"
"DNK,""Denmark"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",544828,,"
"DNK,""Denmark"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",854025,,"
"DNK,""Denmark"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",915353,,"
"DNK,""Denmark"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",996949,,"
"DNK,""Denmark"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",1158472,,"
"DNK,""Denmark"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2015"",""2015"",516777.81,,"
"DNK,""Denmark"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2019"",""2019"",583875.88,,"
"DNK,""Denmark"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2015"",""2015"",1416793,,"
"DNK,""Denmark"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2019"",""2019"",1528997,,"
"DNK,""Denmark"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2015"",""2015"",4.6812372,,"
"DNK,""Denmark"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2019"",""2019"",3.8773539,,"
"DNK,""Denmark"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",0.67000002,,"
"DNK,""Denmark"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2019"",""2019"",0.63999999,,"
"DNK,""Denmark"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2015"",""2015"",1.9299999,,"
"DNK,""Denmark"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2019"",""2019"",1.87,""B"",""Break"""
"DNK,""Denmark"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2015"",""2015"",44.101219,,"
"DNK,""Denmark"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2019"",""2019"",42.062149,,"
"DNK,""Denmark"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2015"",""2015"",75.750351,,"
"DNK,""Denmark"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2019"",""2019"",75.03495,,"
"DNK,""Denmark"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2015"",""2015"",36.09853,,"
"DNK,""Denmark"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2019"",""2019"",33.994591,""B"",""Break"""
"DNK,""Denmark"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2015"",""2015"",23.620979,,"
"DNK,""Denmark"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2019"",""2019"",22.94828,,"
"DNK,""Denmark"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2015"",""2015"",63.976688,,"
"DNK,""Denmark"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2019"",""2019"",62.102451,,"
"DNK,""Denmark"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2015"",""2015"",47.340382,,"
"DNK,""Denmark"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2019"",""2019"",45.841969,,"
"ESP,""Spain"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",70152,,"
"ESP,""Spain"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",76031,,"
"ESP,""Spain"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",77458,,"
"ESP,""Spain"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",34857,,"
"ESP,""Spain"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",35300,,"
"ESP,""Spain"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",33573,,"
"ESP,""Spain"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",273579,,"
"ESP,""Spain"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",248752,,"
"ESP,""Spain"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",257790,,"
"ESP,""Spain"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2012"",""2012"",103816.8,,"
"ESP,""Spain"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2014"",""2014"",99313.703,,"
"ESP,""Spain"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2018"",""2018"",103513.1,,"
"ESP,""Spain"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2012"",""2012"",238283,,"
"ESP,""Spain"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2014"",""2014"",208021,,"
"ESP,""Spain"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2018"",""2018"",213904,,"
"ESP,""Spain"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2012"",""2012"",1.713735,,"
"ESP,""Spain"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2014"",""2014"",2.0340991,,"
"ESP,""Spain"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2018"",""2018"",2.152303,,"
"ESP,""Spain"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2012"",""2012"",0.22600001,,"
"ESP,""Spain"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",0.28799999,,"
"ESP,""Spain"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",0.241,,"
"ESP,""Spain"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2012"",""2012"",1.42,,"
"ESP,""Spain"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2014"",""2014"",1.6110001,,"
"ESP,""Spain"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2018"",""2018"",1.1769999,,"
"ESP,""Spain"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2012"",""2012"",13.34815,,"
"ESP,""Spain"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2014"",""2014"",20.63678,,"
"ESP,""Spain"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2018"",""2018"",16.74106,,"
"ESP,""Spain"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2012"",""2012"",49.319481,,"
"ESP,""Spain"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2014"",""2014"",48.917332,,"
"ESP,""Spain"",""PIH"",""Share of indebted households"",""TP"",""Total Population"",""2018"",""2018"",53.121899,,"
"ESP,""Spain"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2012"",""2012"",29.18012,,"
"ESP,""Spain"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2014"",""2014"",32.765301,,"
"ESP,""Spain"",""PIHR3"",""Share of indebted households with debt-to-income ratio above 3"",""TP"",""Total Population"",""2018"",""2018"",23.285789,,"
"ESP,""Spain"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2012"",""2012"",16.324169,,"
"ESP,""Spain"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2014"",""2014"",19.723391,,"
"ESP,""Spain"",""ST1"",""Share of top 1% of wealth"",""TP"",""Total Population"",""2018"",""2018"",20.3722,,"
"ESP,""Spain"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2012"",""2012"",45.577541,,"
"ESP,""Spain"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2014"",""2014"",51.858299,,"
"ESP,""Spain"",""ST10"",""Share of top 10% of wealth"",""TP"",""Total Population"",""2018"",""2018"",52.668201,,"
"ESP,""Spain"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2012"",""2012"",33.258751,,"
"ESP,""Spain"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2014"",""2014"",39.193481,,"
"ESP,""Spain"",""ST5"",""Share of top 5% of wealth"",""TP"",""Total Population"",""2018"",""2018"",39.862221,,"
"EST,""Estonia"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",29411,,"
"EST,""Estonia"",""T3AC2"",""Mean financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",41412,,"
"EST,""Estonia"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",8618,,"
"EST,""Estonia"",""T3AC3"",""Mean liabilities per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",10725,,"
"EST,""Estonia"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",96994,,"
"EST,""Estonia"",""T1C5"",""Mean net wealth per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",111896,,"
"EST,""Estonia"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2013"",""2013"",43115.121,,"
"EST,""Estonia"",""MNWI"",""Mean net wealth per person (current prices)"",""TP"",""Total Population"",""2017"",""2017"",50772.859,,"
"EST,""Estonia"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2013"",""2013"",76201,,"
"EST,""Estonia"",""T3AC1"",""Mean non-financial assets per household (current prices)"",""TP"",""Total Population"",""2017"",""2017"",81209,,"
"EST,""Estonia"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2013"",""2013"",2.231081,,"
"EST,""Estonia"",""M2MR"",""Mean to median net wealth ratio"",""TP"",""Total Population"",""2017"",""2017"",2.3446479,,"
"EST,""Estonia"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.153,,"
"EST,""Estonia"",""T4C5"",""Median debt-to-assets ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.153,,"
"EST,""Estonia"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2013"",""2013"",0.38299999,,"
"EST,""Estonia"",""T4C4"",""Median debt-to-income ratio of indebted households"",""TP"",""Total Population"",""2017"",""2017"",0.21700001,,"
"EST,""Estonia"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2013"",""2013"",15.20948,,"
"EST,""Estonia"",""PIH75"",""Share of indebted households with debt-to-assets ratio above 75%"",""TP"",""Total Population"",""2017"",""2017"",13.81719,,"
